job_title,address,employment_type,seniority,min_experience,job_categories,salary_type,salary_range,job_description,job_skills
Senior Data Analyst,"UIC Building, 5  Shentonway 068808",Full Time,Professional,5 years exp,"Advertising / Media, Others",Monthly,"$7,000to$9,500","Responsiblities

· Become a travel industry expert and develop a wealth of material that will provide clients with up-to-date knowledge about current travel trends and the planning behavior of their customers.

· Mine through billions of data points with SQL and model with Python or R in order to generate actionable insights.

· Visualize key insights into Tableau, Google DataStudio, MS Excel, or MS PowerPoint.

· Work closely with business stakeholders to understand and translate their needs into data insights that drive client relationships.

· Contribute to the ideation, design, prototyping, and productization of scalable travel insights that will guide our clients through their media planning efforts.  Close partnership with Product and Engineering teams is expected.

Requirement

· 4+ years of hands-on experience in data analytics within a Big Data environment.

· Data engineering experience a plus.

· Technical skills:  Proficiency in both SQL and Tableau/DataStudio (or similar BI tool).  Experience in Python or R preferred.

· Strong business acumen required.

· Strong understanding of statistics and probability required.

· Excellent oral and written communication skills; comfortable presenting to clients and to all levels of organization.

· Experience in one of the following industries a plus:  Travel, eCommerce, Digital Advertising, AdTech

· BS in Computer Science, Mathematics, Statistics, Economics, Business Analytics, Data Science, or related field; MBA a plus.","['Tableau', 'Big Data', 'Mathematics', 'Business Acumen', 'Wealth', 'Economics', 'Data Engineering', 'SQL', 'Python', 'Business Analytics', 'Ms Powerpoint', 'Statistics', 'Data Science', 'Media Planning', 'Data Analytics']"
 , , , , , , , , , 
Data Engineer,461 CLEMENTI ROAD 599491,Full Time,Executive,2 years exp,"Consulting, Information Technology",Monthly,"$3,800to$7,000","Candidate for the role is expected to be passionate about working with huge datasets and have the experience working with businesses to build data products and services to turn data into insights using advanced analytics. Candidate should have experience with curation of data for analytics/AI, and a strategic/long term view on architecting data eco systems. Candidate is experienced in building efficient and scalable data services and has the ability to integrate data systems with relevant tools and services to support a variety of customer use cases/applications.

The candidate will work closely with business units, data analytic team and technical team (network, source system IT support) to achieve the following:

Responsibilities

Translate business requirements into robust, scalable, operable solutions with a flexible and adaptable data architecture.
Implement and adopt best practices in data system creation, data integrity, test design, analysis, validation, and documentation.
Analyse and organize raw data – structured and unstructured data. Designing, implementing, and operating large-scale, high-volume, high-performance data structures for analytics and data science
Build/Develop data systems and pipelines.
Data sources - Liaise with Source system teams to identify and validate data to ensure that data are complete, reliable and clean for data ingestion.
Ingestion components - Implementing data ingestion routines both real time and batch using best practices in data modeling, ETL/ELT processes by leveraging on relevant technologies and big data tools
Transformation functions (e.g. filtering and aggregation)
Destinations (a data warehouse or data lake)
Design, develop, test and deploy frontend visualization (dashboards and reports) in collaboration with business end users. Helping continually to improve ongoing reporting and analysis processes, automating or simplifying self-service modeling and production support for users.
Implement solutions to facilitate more effective data discovery by data users

Supporting Activities

Working internally with business units and Data Analytic teams to:Identify opportunities for enhancements in data management capabilities, and work with relevant stakeholders to address operational or data issues in the data pipeline
Ensure data management processes comply with established framework & policies
Develop a good understanding of existing solutions and be able to support and enhance them
Maintain good documentation of the solutions and effectively communicate stakeholders about the value-add
Preparing data for prescriptive and predictive modelling
With the implementation of the data lake, candidate will be part of the team to build up, pilot and gain knowledge and proficiency in the AWS cloud hosted infrastructure and data analytic tools, as well as managing and developing data insights from the new data sources.

Requirements

Degree with minimum 2 years of relevant work experience as a Big Data Engineer with demonstrated strength in ETL/ELT (SSIS, AWS Glue), data modelling, data warehouse technical architecture and reporting/analytic tools.
Hands-on experience in AWS cloud services. E.g. S3, redshift, Lambda
Related working experience, specifically in the areas of data management and quality
Possess strong python, pyspark, SQL, Tableau skills, APIs
Ability to deal with ambiguity and prioritise/manage multiple tasks, with good problem-solving skills to ensure smooth data-to-insights conversion
Willing to listen to multiple stakeholders and forge consensus on win-win solutions to meet sound data governance and management principles
Exhibit values and principles of an Agile mindset
Highly motivated and able to work under tight timelines with minimal supervision
","['Tableau', 'PySpark', 'Big Data', 'Data Modeling', 'Pipelines', 'Data Structures', 'Data Management', 'Data Governance', 'SQL', 'Python', 'Data Architecture', 'Data Science', 'Visualization', 'SSIS', 'S3', 'Business Requirements']"
Data Engineer,383 SIN MING DRIVE 575717,Full Time,Executive,2 years exp,Engineering,Monthly,"$3,500to$6,800","Responsibilities:

Expanding data collection as      well as optimizing data pipelines for cross-functional teams
Work closely with data      analysts and business end-users to implement and support data platforms
Tuning, troubleshooting and      scaling identified big data technologies.
Analyse, tackle and resolve      day-to-day operational incidents related to data provision
Build suitable tools to      provide data through acquiring, monitoring and analyzing root cause of      data issues
Identify, design, and      implement process improvements and tools to automate data processing with      data integrity
Work with data scientist and      business analytics to assist in data ingestion and data-related technical      issues
Design, build and maintain      the batch or real time data pipeline in production using big data      technology
Design, build and manage data      warehouse such as designing data model
Create data views from big      data platform to feed into analysis engines or visualization engines

Requirements:

Bachelor degree in Computer      Science, Computer Engineering, Software Engineering or equivalent
At least 2 years of relevant      working experience in ETL/data integration and data modelling
Experience with Data      Engineering and Data Quality
Cloud experience, ideally      with Azure and AWS
Understanding of Big data      technologies like HDFS, Hive, Spark
Experience of relational or      NoSQL database (e.g. Oracle) and using database technologies (PL/SQL, SQL)
Experience in data      warehousing / distributed system
Experience in data      ingestion, cleaning and processing tools
Experience in data      acquiring, data processing using Scala/Python/Java
Highly organized,      self-motivated, pro-active, and desire to learn new technology
Excellent communication and      collaborative skills
","['Data modelling', 'Oracle', 'Azure', 'Big Data', 'Pipelines', 'Hadoop', 'Software Engineering', 'ETL', 'Data Integration', 'Data Quality', 'Data Engineering', 'SQL', 'Business Analytics', 'Visualization', 'Data Warehousing', 'Databases']"
Data Analyst,"AFRO-ASIA, 63 ROBINSON ROAD 068894","Permanent, Full Time",Senior Executive,1 year exp,Others,Monthly,"$3,500to$3,600","Do you love food and convenience put together? Then you just might love foodpanda.
foodpanda is the leading, on-demand food delivery company in Singapore, bringing thousands of your best loved restaurants online into your home or office. We continue to expand and grow in our core food delivery business, as well as in new verticals like grocery deliveries, with a strong tech infrastructure at our core. We’re all about bringing on the smartest folks as we continue to grow with an “all hands-on deck” environment and hire those who can thrive in a start-up culture.
We’re looking for a highly-driven and motivated Data Analyst for our team in Singapore. In this role you will be working with big data, testing, analysing, and building models to provide strategic insights to the business as well as comprehensive solutions. If you are looking for a dynamic environment where you will be exposed to projects covering operations, marketing, commercial and finance, then this may be the place for you!
This role will be based in Singapore and will report to the BI & Pricing Manager.
Responsibilities:

Build strong relationships with internal stakeholders to understand business challenges and opportunities. Recommend solutions across the complex range of products, business contexts, and processes
Manage end-to-end data projects; identify issues, gather information from various sources, analyze data, interpret patterns and trends, build prediction models, give recommendations, and create insightful automated reports.
Innovate, lead, and analyze pricing tests and other projects.
Review day-to-day operation processes, identify areas of improvement and make actionable recommendations based on underlying analysis
Be a steward of good data practices - robust documentation, versioning, playbooking, processes, and knowledge sharing
Automate and validate newly created reports and develop corrective actions to improve data integrity and quality
Support ad-hoc data requests

Requirements:

At least a Bachelor degree in Statistics, Mathematics, Computer Science or another analytical field
Minimum 1 years of relevant working experience
Analytical mind and business acumen with ability to work with large amounts of data to discover patterns and trends and to form conclusions based on findings. Must be extremely detail oriented.
Interest and/or experience in growth marketing would be a plus
Excellent analytical skills, independent thinking, data oriented, and knowledge of analytics tools required (SQL, Excel, Tableau, Python, or R)
Good communication and presentation skills
Quick learner and proven ability to handle multiple projects concurrently
High integrity and work ethic
Team player with an ability to function effectively in a dynamic, fast-paced environment

What we offer:

Challenging and fulfilling steep learning curve
Vibrant, dynamic & international workplace
Periodic fun & engaging company events & team activities
Tasty Thursdays
Birthday Leave
Work Anniversar(ies) Leave
Opportunity to be a value-adding contributor to this fast-growing global company

Please apply directly via the link here: https://grnh.se/d0d49b321us","['Tableau', 'Grocery', 'Data Analysis', 'Analytical Skills', 'Restaurants', 'Big Data', 'Mathematics', 'Business Acumen', 'SQL', 'Python', 'Presentation Skills', 'Statistics', 'Team Player', 'Data Analytics', 'Pricing']"
 , , , , , , , , , 
Data Engineer,"PAYA LEBAR SQUARE, 60 PAYA LEBAR ROAD 409051",Full Time,Middle Management,5 years exp,Information Technology,Monthly,"$8,000to$11,000","• Must have development experience in Big Data, Hadoop, Python, PySpark technologies. 
• Proficient in Oracle & PL/SQL with at least experience with the ability to fine tune performance of queries. 
• Ability to write complex analytical queries / Stored Procedures / Packages. 
• Good exposure to Unix/ Linux OS basic commands and hands on in Shell scripting. 
• Experience in L3 Production Support and Analysing & troubleshooting the production issues by engaging other relevant support teams. 
• Excellent written and oral communication skills. 
• Self-started with quick learning ability. 
• Multi-tasking abilities and should be able to work under stringent deadlines.","['PySpark', 'Troubleshooting', 'Oracle', 'Big Data', 'Hadoop', 'Shell Scripting', 'Oracle PL/SQL', 'Unix', 'Data Engineering', 'Production Support', 'SQL', 'Big Data Analysis', 'Python', 'Performance Tuning', 'Databases', 'Linux', 'Software Development']"
Data Analyst (Contract),"MAPLETREE BUSINESS CITY, 20 PASIR PANJANG ROAD 117439",Contract,Senior Executive,5 years exp,Information Technology,Monthly,"$5,000to$8,500","About Us
Green Link Digital Bank is Singapore's inaugural wholesale digital bank focusing on supply chain finance, mainly serving MSMEs and aiming to help MSMEs grow and improve digitization.
We are looking for a Data Analyst to join our Data Management Office (DMO) team. The DMO provides comprehensive data services to all business units and manages data governance policies and procedures. We apply the best practice in managing our data assets and make it our competitive advantage to serve our customers better. We are a young and growing team striving for excellence in data solutions.

Responsibilities

Create and maintain data catalog that includes all data assets
Understand the meaning of data and advise effective usage of it
Understand business requirements and ensure proper documentation
Perform data modelling and data mapping for data integration efforts
Perform data testing and data quality checks
Investigate data issues and liaise with relevant stakeholders to resolve it
Assist in data governance initiatives from policy implementation to administrative matters


Requirements

Curious and meticulous in defining and handling data
Excellent verbal and written communication skills
Proficient in data modelling
Familiar with databases, SQL, and BI tools
Familiar with banking products and processes
Working experiences in banking data projects preferred
Experiences in Java programming is an added advantage
","['Tableau', 'Microsoft Excel', 'Data Analysis', 'Data Management', 'Data Integration', 'Data Quality', 'Data Governance', 'SQL', 'Digitization', 'Banking', 'Java', 'Data Analytics', 'Power BI', 'Databases', 'Business Requirements']"
 , , , , , , , , , 
Data Engineer,"MARINA BAY FINANCIAL CENTRE, 8 MARINA BOULEVARD 018981","Permanent, Full Time",Executive,2 years exp,Information Technology,Monthly,"$4,300to$7,500","Sephora is a global leader in omnichannel beauty retailing, and a division of LVMH – Moët Hennessy Louis Vuitton. At Sephora, we stand together, and we stand for something more. For the empowerment, exploration, and opportunity to impact people’s lives through the unlimited power of beauty. Every day we reimagine beauty, discover new brands, and influence positive change. Data plays a significant role in that.
We successfully operate more than three thousand points of sale across the Americas, Europe, the Middle East, and Asia. Together, we aim to animate the most loved beauty community in the world. Here in Asia, our teams run omnichannel businesses in 11 markets across the region (9 different markets in Southeast Asia), in addition to cross-border e-commerce to several more. Our success is built on innovation, a unique product portfolio, market-leading digital capability, and our unique customer experience. With ambitious growth plans, we always look for talented people who aspire to build businesses and develop themselves. Sparked by energy and excitement, our passion is contagious. We are united by a common goal – to reimagine the future of beauty.
We’re a data-driven omnichannel business with a special focus on e-commerce (our platform is built in-house!). The data team builds and maintains data management and Machine Learning capabilities to power both customer-facing services and internal data products. We manage a large-scale data platform in Google Cloud, relying heavily on BigQuery, Kubernetes, and Terraform.
The data team is looking to hire a proactive, commercially savvy Data Engineer to ensure all our data users - analysts, end users, or AI-driven systems, have access to the right data at the right time, and ensure its accuracy. You will get a chance to work on our core data pipelines (batch and streaming), machine learning platform, and cloud infrastructure, depending on your interests and previous experience. We believe in enabling our engineers to work across the stack to solve interesting problems and keep work exciting and enable this through weekly and monthly sharing sessions, pair coding, and architecture design sessions.
To be successful in this role
● You will need to be well-versed in building scalable, reliable, test-driven data pipelines to integrate data from various systems and platforms into the data warehouse on Google BigQuery.
● You will need to design the data warehouse schema, ensure extensibility, and clarity as new data sources are continuously integrated. You will oversee data reliability to build overall company trust in data to be more data-driven and continuously identify improvements to existing data architecture and data flows.
● You will need to promote and ensure technical excellence within the team. You are passionate about the culture and quality of engineering, and strive to continuously improve the quality and delivery of the team.
● You will need to enjoy working together in a team, planning and executing sprint tasks following Agile processes.
● You will need to be able to communicate clearly with our internal stakeholders, technical or non-technical, deeply understand business priorities and formalize them into challenges that can be tackled with engineering effort.
What we expect from you
● 2+ years of experience building software as a team following Agile methodologies.
● Strong production-level Python and SQL programming knowledge. Big bonus if you have also worked with BigQuery or are familiar with Golang or Javascript.
● Experience building and scaling batch ETL/ELT data pipelines, especially in Apache Airflow, Kubernetes, and DBT. Understanding of size and performance constraints.
● Experience building and scaling streaming data pipelines, especially in Apache Kafka, Spark, or Beam.
● Experience architecting and building data products with Cloud Services and Data Warehousing services in GCP or AWS (GCP is preferred).
● Knowledge of columnar databases, infrastructure automation tools like Terraform, data modeling techniques, data warehouse design patterns and google analytics is advantageous.
If these are aspects you value, please apply! Your attitude, experience and passion to excel are more important than specific experience.","['Machine Learning', 'Kubernetes', 'Data Modeling', 'Pipelines', 'Data Management', 'Reliability', 'SQL', 'Python', 'Data Architecture', 'Apache Kafka', 'GCP', 'Apache', 'Data Warehousing', 'Databases']"
 , , , , , , , , , 
Senior Data Analyst,"SUNTEC TOWER ONE, 7 TEMASEK BOULEVARD 038987",Permanent,Senior Executive,3 years exp,Information Technology,Monthly,"$7,000to$10,000","Senior Data / Business Analyst
Job Responsibilities:

Data normalization (standardize data embedding, provide standardized data query process, etc.)
Build a business indicator system (new user acquisition, user activity, user revenue, user retention, user promotion, etc.)
Explore User Characteristics (Motivator Analysis, A/B Test)
Support the data requirements put forward by various departments (abnormal index analysis, data query)

Skill requirements:

Bachelor degree or above, major in mathematics, statistics, computer related,
At least 3 years of work experience in data analysis
Proficient in statistical analysis and relevant knowledge of statistical learning methods;
Possess professional data processing and analysis capabilities;
Possess the ability to proficiently write SQL to fetch numbers, and be proficient in EXCEL. Familiar with BigQuery is preferred;
Ability to think independently, analyze problems, have strong sensitivity to data, and be able to withstand certain work pressure;
Have good expression, communication and coordination skills;
Experience in Internet advertising industry data is preferred, experience in data products is preferred
","['Tableau', 'Microsoft Excel', 'Advertising', 'Data Analysis', 'Big Data', 'Mathematics', 'SQL', 'Pressure', 'Python', 'Excel', 'Statistics', 'Visualization', 'Business Analyst', 'Data Analytics', 'Power BI', 'Data Visualization']"
 , , , , , , , , , 
Data Analyst,"ST ENGINEERING HUB, 1 ANG MO KIO ELECTRONICS PARK ROAD 567710",Permanent,Senior Executive,3 years exp,Engineering,Monthly,"$4,000to$7,000","The Smart Enterprise Platform Strategic Engineering Centre (SEP SEC) is one of five SECs within the Group Engineering Centre (GEC) in ST Engineering. Its mission is to deepen Data Analytics (DA) capabilities, proliferate DA usage group-wide, and to develop common/reusable DA products and tools for both internal and external use by all lines of businesses. The Advisory team in SEP SEC provides analytics consulting services to our internal customers and also assists them in projects with external customers. We are looking to hire an experienced data analyst with keen data analysis skills and ability to build rapport with customers. The analyst will primarily be involved in fundamental data warehousing and Business Intelligence projects and will also be working with our data scientists on predictive and prescriptive analytics projects. Key Responsibilities • Provide analytics consulting services internally and assist delivery team to implement resulting models into production • Support business unit project teams and external customers to develop, evaluate, refine, and deploy analytics models for production. You may be deployed temporarily to business units for the duration of some external projects • Work closely with data engineers, product managers, project managers, and platform developers in the implementation and deployment of the data analytics platform product • Mentor junior data analysts and review quality of work output Job Requirements • A Bachelors or Masters Degree in quantitative disciplines e.g. Science, Engineering, or Mathematics • 5 years or more of working experience in data analytics • In-depth technical knowledge and experience in any of the following will be a major plus o Operations Research o Econometrics o Social & Cognitive Computing ▪ Social Psychology ▪ User Experience Design, Human Computer Interface o Geospatial Analytics o Video/Image Processing o Analytics for Finance or Healthcare • Good understanding of end-to-end analytics process – ideation/value elicitation, requirements definition, data profiling, data preparation, analytical modelling, testing, validation, visualization, and deployment • Strong problem solving skills, curiosity, and passion for data science • Experienced in SQL (any flavour), Python, Spark, Java, or C • Familiar with ETL pipeline creation, BI reporting software, visualization tools • Excellent coordination and time management skills to handle complex projects • Willing and enthusiastic about continuous learning of new technologies and data science techniques/breakthroughs • Effective oral and written communication with strong analytical, problem solving, multitasking and project management skills","['Management Skills', 'Healthcare', 'Mathematics', 'ETL', 'Written Communication', 'SQL', 'Project Management', 'Python', 'Analytical Problem Solving', 'Data Science', 'Consulting', 'Visualization', 'Java', 'Data Analytics', 'Data Warehousing']"
Data Analyst,"SHENTON HOUSE, 3 SHENTON WAY 068805",Permanent,Executive,3 years exp,Others,Monthly,"$4,000to$5,500","Roles And Responsibilities
· Perform business analysis using various techniques such as statistical analysis, explanatory and predictive modelling, data mining.
· Determine the best analytical model and approaches to present and explain solutions and options to business users.
· Provide support for a range of data cleansing and data modelling activities, as required by the business, using internal and external data sources. Sense-check large lists of data
· Work directly with internal and external clients to identify analytical requirements.
· Produce ad-hoc data queries and reports to support and guide business decisions.
· Assist in the evaluation, implementation and developmental of systems to capture business operation information and documentation of the system once delivered. Provide end-user training and vendor management for related systems, as necessary.
· Provide backup support for Reporting and Data Warehouse solution, OBIEE, or other reporting systems.

Requirements
· Bachelor’s Degree in Maths, Statistic and computer related
· 3 years’ related experience in IT data or business process in Gaming Industry preferred.
· Languages: R, Python, HTML, Javascript, C/C++, SQL, Matlab, SAS
· Experience with Database/Data Systems preferred: MS SQL, OBIEE, Oracle, ODI, MS Access, MS Power BI NO SQL, Data Lakes.
· Machine Learning, Statistical Analysis, AI Tools, CRM system experience preferred
· Strong math background
· Strong Excel skills with the ability to manipulate large data spreadsheets
Ability to effectively prioritize and execute tasks in a high-pressure environment","['CRM', 'Machine Learning', 'OBIEE', 'Oracle', 'HTML', 'Business Analysis', 'JavaScript', 'Data Mining', 'SQL', 'Vendor Management', 'Python', 'Spreadsheets', 'Business Process', 'Power BI']"
Business Data Analyst,"SUNTEC TOWER FOUR, 6 TEMASEK BOULEVARD 038986",Full Time,Professional,5 years exp,Information Technology,Monthly,"$7,000to$9,500","Job Description:
Kerry Interim is currently hiring for a Data Business Analyst for an investment firm having a global presence, they specialize in innovative investment and asset solutions. As a Business Analyst, you will bridge the gaps between the business requirement to technical requirements.

Responsibilities:

Gathering of project requirements from management or stakeholder.
Liaise with the technical team on translating business requirements into technical requirements.
Working with the Finance team and communicating with third-party IT vendors to define the scope of data extraction in the system.
Perform Data Analysis to cleanse and standardization of data with quality and consistent work.
Work and coordinate with External System integrator on bugs and issues for data-related matters.

Experience and Qualifications:

Degree in computer science, information technology, or any other relevant certification in data analytics with at least 3 full lifecycles of hands-on experience in preparing for ADFdi, FBDI, and HDL templates for migration into Oracle Cloud financials.
Good communication skills as you will be dealing with finance end-user and vendors to interpret any technical error in layman terms.
Proficient with data wrangling, analytics, and the use of transformation tools such as SQL, and Excel.

Added skills and experience:

Working knowledge of Oracle Cloud.
Experience in coding or reviewing codes in python.

To apply
Should you be interested to learn more about the above opportunity, please kindly share your CV (Word doc preferably) with Charles at Charles@kerryinterim.com We regret that only shortlisted candidates will be notified. 

Lic: 22C0942 Reg: R21103356","['Tableau', 'Microsoft Excel', 'Data Analysis', 'Financials', 'Translating', 'Information Technology', 'SQL', 'Good Communication Skills', 'Python', 'Business Analyst', 'Bridge', 'Data Analytics', 'Power BI', 'Business Requirements']"
Data Analyst,"SINGAPORE LAND TOWER, 50 RAFFLES PLACE 048623","Contract, Full Time",Executive,3 years exp,Information Technology,Monthly,"$5,000to$7,000","Data Analyst - 12 months contract role

Key Required Skills:

Experience in business and/or financial analysis is a must
Knowledge in Business Intelligence software such as Power BI is a plus
Data processing, analysis, and automation experience
Meticulous with strong analytical and problem-solving skills
Working knowledge of statistical principles such as linear regression, logistic regression, univariate and multivariate analysis, and experimental design is a plus

Job Responsibilities:

Be a business partner to the operations units, performing analysis and providing operational reports highlighting key insights, trends, and actionable recommendations. 
Collecting and interpreting data & ETL of data sets
Analysing results
Reporting the results back to the relevant members of the business
Identifying patterns and trends in data sets
Defining new data collection and analysis processes
Participate in projects as part of the project delivery team; assist in achieving execution efficiencies and articulation of business requirements
Maintain and improve financial and data models for future use and eventual automation with respect to various enterprise applications
Perform other analysis and prepare other reports as requested

To apply online please use the apply function, alternatively you may contact Dalpreet Kaur at dalpreet.kaur@randstad.com.sg (EA: 94C3609 /R23111951)
","['Tableau', 'Business Intelligence', 'Microsoft Excel', 'Data Analysis', 'Logistic Regression', 'ETL', 'Interpreting', 'Data Collection and Analysis', 'Experimental Design', 'Financial Analysis', 'Articulation', 'Statistics', 'Data Analytics', 'Project Delivery', 'Power BI', 'Business Requirements']"
Data Analyst (Marketing),"JACKSON SQUARE, 11 LORONG 3 TOA PAYOH 319579","Permanent, Full Time",Senior Executive,2 years exp,"Information Technology, Marketing / Public Relations",Monthly,"$4,000to$6,000","Job Overview:
We are seeking an experienced Data Analyst to join our growing team in the real estate industry. In this role, you will play a critical part in using data to drive informed business decisions and provide valuable insights to our clients. The ideal candidate will have a strong understanding of data analysis, statistics, and data visualization.
Key Responsibilities:

Collect, process, and analyze large and complex data sets from multiple sources, including market trends, property transactions, and economic indicators.
Design and execute data-driven experiments to validate business hypotheses and provide actionable recommendations.
Develop and maintain dashboards and reports that visually communicate key insights and trends.
Collaborate with stakeholders across departments to understand their data needs and provide them with relevant insights and analysis.
Keep up-to-date with emerging trends and best practices in the real estate industry, and leverage this knowledge to improve our data analysis capabilities.
Develop and maintain data governance and data quality protocols to ensure that all data is accurate, complete, and consistent.

Requirements:

Possesses a Diploma, Bachelor’s or Master’s degree in a relevant field such as mathematics, statistics, computer science, or engineering.
2+ years of experience in data analysis, preferably in the real estate industry.
Strong knowledge of SQL, Python, R, or similar programming languages would be a plus
Experience with data visualization tools such as Tableau, Power BI, or QlikView would be a plus
Excellent communication and interpersonal skills, with the ability to present complex data analysis in a clear and concise manner.
Proven ability to work independently, prioritize tasks, and meet tight deadlines.

If you are a data-driven individual with a passion for real estate and a desire to make a meaningful impact, we encourage you to apply for this exciting opportunity.


About us:

Here's an opportunity to join South East Asia's top property technology company allowing homeowners and home buyers a better and smoother property transaction journey through the use of tech. Started in 2016 in Singapore, Ohmyhome quickly became the No #1 HDB Property App in Singapore in a matter of months. Since then Ohmyhome expanded into Malaysia and The Philippines in 2019 and 2021 respectively.","['Tableau', 'Data Analysis', 'Data Quality', 'Data Governance', 'QlikView', 'SQL', 'Python', 'Real Estate Marketing', 'R programming language', 'Power BI', 'Data Visualization']"
"Manager, Data Analytics & Operations, APAC","MARINA BAY FINANCIAL CENTRE, 8 MARINA BOULEVARD 018981",Full Time,Manager,10 years exp,Information Technology,Monthly,"$12,000to$16,000","Diversity - Innovation - Caring - Global Collaboration - Winning Spirit - High Performance
At Boston Scientific, we’ll give you the opportunity to harness all that’s within you by working in teams of diverse and high-performing employees, tackling some of the most important health industry challenges. With access to the latest tools, information and training, we’ll help you in advancing your skills and career. Here, you’ll be supported in progressing – whatever your ambitions.

Purpose statement
Reporting to the Senior Data Science Manager, APAC, you will play a key role in the data team and be responsible for leading analytics domain and data operations. Your role includes but not limited to leading the development of analytics enablement domain to drive improved capabilities and strategic insights across departments, as well as leading data operations to build and manage data services and daily operations.

Roles & responsibilities

Data Analytics Enablement:

Design, develop, manage, and support enterprise level self-service analytics framework and enable capability in business with strong technical expertise.
Optimize overall technical landscape to maximize data utilization/usage and minimize data processing flow duplication.
Perform and lead the analysis and tracking of data product usage, and strategic partnering to share insights and ensure understanding.


Data Operation Management:

Design, implement and manage data operation framework and processes across data platform services, including data intake delivery process, data security control, governance model, data product lifecycle management, and platform cost control, etc.
Design, deploy and operate enterprise level data product management frameworks and processes, including data catalog, data lineage, governance, product adoption and performance, etc.
Design and manage data product lifecycle review and optimization.
Drive end-to-end projects for data product from design stage all the way to delivery and execution
Drive and support departments and divisions for modern data platform adoption.
Lead continuous improvement initiatives on data operations to improve service level, performance, management and control, and cost-efficiency.
Liaise with key stakeholders including senior management.


Requirements

Bachelor’s degree in relevant field or it’s equivalent, coupled with at least 10 years of experience in related scope of work
Solid hands-on expertise with minimum 2-3 years’ experience in design, development and managing cloud self-service analytics platform, e.g., Tableau or Power BI, including data flow control, modeling/schema, data packaging and sharing control, security, optimization, and performance tuning, etc. Experience in SQL coding.
Strong design, build and daily operational experience on enterprise level data platform and self-service analytics eco system.
Experience in enterprise data product management with successful high user adoption, including data catalog, lineage, governance & security, product performance, etc.
Working experience and knowledge of project management and stakeholder engagement in a regional capacity, with different cultures and across different time zones
A self-starter that works under consultative direction towards predetermined long-range goals and objectives and keen in continuous learning
Team management experience preferred


About us
As a leader in medical science for more than 40 years, we are committed to solving the challenges that matter most – united by a deep caring for human life. Our mission to advance science for life is about transforming lives through innovative medical solutions that improve patient lives, create value for our customers, and support our employees and the communities in which we operate. Now more than ever, we have a responsibility to apply those values to everything we do – as a global business and as a global corporate citizen.

So, choosing a career with Boston Scientific (NYSE: BSX) isn’t just business, it’s personal. And if you’re a natural problem-solver with the imagination, determination, and spirit to make a meaningful difference to people worldwide, we encourage you to apply and look forward to connecting with you!","['Tableau', 'Machine Learning', 'Data Analysis', 'Big Data', 'Data Management', 'Product Lifecycle Management', 'Stakeholder Engagement', 'Product Management', 'Data Mining', 'SQL', 'Project Management', 'Team Management', 'Performance Tuning', 'Data Science', 'Data Analytics', 'Power BI', 'Databases']"
 , , , , , , , , , 
Data Engineer,79 LOYANG WAY 508766,Full Time,Executive,2 years exp,Information Technology,Monthly,"$3,000to$4,500","Job Description

Recommend and build require infrastructure for optimal extraction, transformation and loading of data from various sources such as ERP. MES and other systems using SQL technologies.
Create, manage and maintain optimal data pipeline architecture. API and integration for ERP, MES and other systems used in the company.
Monitor and manage database and related systems to ensure optimized performance.
Assemble large, complex data sets that meet functional and non-functional business requirements.
Working with stakeholders such as sales, finance, operations, design, and executive teams to support their data infrastructure needs while assisting with data-related technical issues.
Build business intelligence and analytical tools using Power BI to utilize the data pipeline, and provide actionable insight into key business performance metrics.
Participate in external and internal audit to ensure company data and related system is effective and validated.
Create and maintain documentations and compliance for data and systems with reference to industry best practices.
Perform other tasks as assigned by the supervisor.

Requirements 

Bachelor’s degree (or equivalent) in Computer Science, Information and Communications Technology, or related discipline
3 or more years with RDBMS and NoSQL databases
3 or more years  of experience with Python, SQL, data visualization and exploration tools 
Working experience in MedTech / Manufacturing Industry
Experienced in building and maintaining ETL processes.
Experienced with Microsoft-based stack (M365, Power Platform, Azure, Dataverse,Microsoft SQL Server)
Knowledge of best practices in ICT operations and data management
Excellent  problem solving and troubleshooting skills.
Process  orientated with great documentation practices.
Communication   skills, especially for translating technical concepts to non-technical  business leaders.
Ability to  work on a dynamic, action-focused team that has concurrent projects
","['MES', 'Business Intelligence', 'ICT', 'Azure', 'Data Management', 'Translating', 'ETL', 'Microsoft SQL Server', 'SQL', 'Python', 'Internal Audit', 'API', 'Power BI', 'Databases', 'Data Visualization', 'Business Requirements']"
